text,generated
"I am writing this letter to inform you of my position on changing the way the President of the United States is elected. The Electoral College has been a staple in our political system for over two centuries, and there has been much debate over whether it should be maintained or abolished. Generally speaking, those who are in favor of keeping the Electoral College argue that it ensures a more fair representation of smaller states and prevents the disastrous outcome of simply voting for the highest popular vote winner. On the other hand, those who want to abolish it believe it gives too much power to the voters of the largest states and leads to a system where the President does not win the election but is still elected. I believe that the Electoral College is an important part of our system of government and does more good than bad.

The Electoral College is a compromise between the interests of the large states and the small ones. The founding fathers of our country were very aware of the possible dangers of having a popular vote election. They knew that the population of the United States is not uniformally distributed throughout all of the states. This means that the population of California is much larger than the population of Wyoming. The popular vote election would mean that the presidential candidate who gets the most votes in a state like California would basically have no chance of losing the election, no matter what the people of Wyoming want. The Electoral College is a safeguard against this. It means that every single vote from every one of the states counts equally in the election.
Although the Electoral College is an important part of our political system, there are times when it can be unfair. It is true that it can sometimes create a situation where the presidential candidate who receives the most popular votes does not win the election, but the Electoral College is not the reason that this happens. The reason is that the election is taking place in a country where the population of the states is not uniform. In order to solve this problem, one idea would be to change to election by popular vote. This would eliminate the discrepancy in the size of the states and the voters in each state could vote for who they wanted to be president without worrying about being overridden by a much larger state.
I believe that the Electoral College should be upheld because it maintains the balance of power in our political system and avoids the possibility of a popular vote catastrophe. But for those who do not agree, there is some excellent information from the sources that I understand from the essay. The source will show that the Electoral College is unfair, and the presidency should be determined by the most votes, which would be the popular vote system. The source will also show that the Electoral College can be unfair, but the actual reasons are really because of the size of the states,",1.0
"Dear Principal,

I think you should require at least a grade B average for students to participate in sports and other activities for a few reasons.
First, if students are doing well academically in their classes, then they are probably well-equipped to handle the extra demands of participating in sports or other activities. Students who have a grade C average may struggle to keep up with their schoolwork while also participating in sports or other activities, which could negatively impact their grades and overall academic performance.
On the other hand, if students have a grade B average or better, they probably have a good balance between academic work and other activities. This balance could allow them to perform better in sports or other activities because they will have more time and energy to devote to them.
Another reason to require a grade B average is that it would help us to have more dedicated and motivated students in our sports and other activities. Students who aren't doing well academically may not have the same level of commitment or motivation to participate in these activities. If they have to meet a higher standard academically, then they will be more likely to be motivated to work hard in order to participate.
I think that requiring a grade B average to participate in sports or other activities is a reasonable policy that would benefit students. I hope you will consider my arguments and approve this policy.
Sincerely,
STUDENT_NAME",1.0
"The Seagoing Cowboys program is an incredible opportunity that should not be missed. I recently read the article, 'A Cowboy Who Rode the Waves,' about Luke's experience in the program, and I was struck by the many reasons why others should join.

Firstly, the program offers the chance to experience adventures and visit unique places. Luke's participation in the program allowed him to travel to many different countries and see things that he had never seen before. For example, he visited the Panama Canal, the Suez Canal, and even went to China. These are experiences that most people will never have the chance to have, and they are invaluable.
Secondly, the Seagoing Cowboys program provides a chance to learn new skills and gain new knowledge. Luke learned how to navigate a ship, how to tie knots, and how to fix engines. These skills are not only useful for a career at sea, but they can also be applied to many other areas of life. For example, learning how to fix an engine can help you learn how to fix a car or a bicycle.
Finally, the Seagoing Cowboys program is a great way to meet new people and make lifelong friends. Luke met many other young men from all over the world who shared his passion for adventure and the sea. They formed close bonds and had many exciting experiences together. This is a once-in-a-lifetime opportunity to meet people from different cultures and backgrounds and to form lasting friendships.
In conclusion, the Seagoing Cowboys program is an incredible opportunity that should not be missed. It offers the chance to experience adventures and visit unique places, learn new skills and gain new knowledge, and meet new people and make lifelong friends. If you are looking for an adventure that will change your life, the Seagoing Cowboys program is the way to go.",1.0
"As crazy as living without a car sounds, more and more people are doing it. One popular reason for it is for a healthier and happier lifestyle. In Elisabeth Rosenthal's short story titled In German Suburb, Life Goes On Without Cars Heidrun Walter reports ""When I had a car I was always tense. I'm much happier this way."" Her and many others like her in the town of Vauban, Germany have experienced the difference and felt stress go away. The city has banned driveways and home garages, encouraging the rule of living ""carfree."" The people rely on public transit, bicycles and their own two legs. While many people are stressing to get a car, the people of the town feel stressed if they have a car. Over half the population sold their cars to move there, and don't regret a thing. In the article titled Carfree day is spinning into a big hit in Bogota , Andrew Selsky quotes Carlos Arturo Plaza as saying ""It's a good opportunity to take away stress"" as he rode a twoseat bicycle with his wife.

Also Carlos Arturo Plaza goes on to say ""it's a good opportunity to lower air pollution."" People are realizing how many pollutants that cars emitt into the atmosphere. One example place is Paris, known for their terrible smog, has finally done something to clean it up. Robert Duffer wrote in ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city."" The law stated even numbered license plates couldn't drive one day, and the other, odd license plates couldn't. A little thing like this had a big effect. Duffer then reported ""Congestion was down 60 percent in the capital of France, after fivedays of intensifying smog."" Elizabeth Rosenthal in the article The End of Car Culture showed the idea "" if these patterns persists...it will have beneficial implications for carbon emissions and the environment, since transportation is the second largest source of America's emissions."" Americans are partically to blame for pollution. Our need for the newest, biggest, best things, has come at a cost, and more than money. Greenhouse gases are stacking up, and we have to take a stand some time. Rosenthal goes on to describe political leaders are working to fix this too, ""President Obama's abitious goals to curb the United States' greenhouse gas emissions were unveiled last week."" In places already practicing the no car rule, environments have improved more than pollution wise. Andrew Selsky reported of ""the construction of 118 miles of bicycle paths"" and ""uneven, pitted sidewalks have been replaced by broad, smooth sidewalks."" These two additions of Bogota, Colombia have inspired many people to turn in their keys, and take a hike instead. Not only have these changes made people more happy, but it makes their city more beautiful and they are starting to get outdoors and see it. The author reports that ""municipal authorities from other countries came to Bogota to see the event carfree day and were enthuriastic,"" amung the people visiting was the Mayor of Paraguay's capital city. When more people see the effects, they want to do the same thing. Columbia's one day event has brought about much talk in neighboring towns and even ""two other Colombian cities, Calli and Valledupar, joined the event."" On the other side of the argument, many car industries are trying to compete with these new ideas and technology. Rosenthal quotes in ""But it could have negative implications for the car industry. Indeed, companies like Ford and Mercedes are already rebranding themselves ""mobility"" companies with broader product range beyond the personal vehicle"" As humans advance into the ideas of walking, biking, or taking public transportation, car companies strive to become known for things other than cars. They want to be able to sell you things still, even if you don't want or need a car. Later she writes how Bill Ford proposed the fresh idea at the Mobile World Congress that car dealers should ""partner with the telecommunications industry to create cities in which 'pedestrian, bicycle, private cars, commercial and public transportation traffic are woven into a connected network to save time, conserve resources, lower emissions and improve safety."" This long quote simply means having all forms of transportion and the new technology in communications to be one, for the better of the people.

With or without cars, we all are always on the move. Some cities have adapted new ideas to get from place to place, or simply old ideas, being put back into action. Although Henry Ford would probably be dissapointed at his invention being faded out, Mother Nature would be pleased of us taking care of Earth. We never know what the future holds, but we do know, we'll always only have one home, so we better take care of it.",0.0
"America is the country of the people, the people are the ones in the country, and are the ones living in the country. The method of which the leader of this country are selected by the people is by popular vote. Therefore, the best way, the right way of selecting the president and vice president are by popular vote.

Starting of with that the electoral college is unfair. The electors might know more about this country and they think they know what is the best for these United states but they do not. The peoplr know best, the people knows what is actually going on. Just as Bradford Plummer stated in his article""the best arguments in favor of it are mostly assertions without much basis in reality""source 14. All these elector are in the political world, so they know everything political about the country and the best leader politically. These elector dont know about all the small things that thousands of people are suffering from.

People want to have say in their country. If the method of choosing the president was strictly by popular college the people would feel as if the country is not theirs and if they are being controlled. The people who live in the country need to agree because if not then kaos would start to happen. People would protest and this country would fall apart bit by bit. Richard A. Posner said ""to feel that their votes do not count, that the new president will have no regard for their interest, that he really isn't their president""source 19. If this is how the people feel when the other president running wins instead of the one they selected won, you could just imagine how they would feel if they did not have a part choosing who is going to be the next president of the United States.

The electoral college is just not fair. Richard A. Posner says that on of the reason to retain the electoral college is ""its lack of democratic pedigree""source 17. If this country has been running smoothly with popular vote why would someone want to change it? Well manyy times change is good because it is improving becoming better at something although something like this should not change.

So just to restate that eliminating the popular vote would be unfair, unright, and just plain wrong. Just like in the preamble ""we the people"".",0.0
"I think you would be a great candidate for the Seagoing Cowboys program! From reading the article, I know that you will have the experience of a lifetime. The Seagoing Cowboys program offers a unique chance to see the world and its many wonders.

In the article, it states that this program has been around since 1947 and has allowed many people to explore the world and its many cultures. For example, you could visit the Faroe Islands, which are located between Iceland and Norway. This would allow you to see the unique landscapes and wildlife that can only be found in this part of the world.
Another reason to join the Seagoing Cowboys program is the opportunity to see many different countries. The program travels to many places, such as China, Greece, and Egypt. Being able to visit these countries will give you a chance to learn about their history, culture, and way of life.
In addition, the program is very active and allows you to participate in many exciting activities. For example, you could go hiking in the mountains of Switzerland, or snorkeling in the crystal-clear waters of the Caribbean. These activities will not only bring you joy but also help you stay active and healthy.
In conclusion, I believe that joining the Seagoing Cowboys program would be an opportunity of a lifetime. It will allow you to see the world, learn about its many cultures, and participate in fun activities. I highly recommend reading the article, 'A Cowboy Who Rode the Waves,' and considering joining this amazing program.",1.0
"Having a limit on car usage has many advantages to it. This limitation mainly benefits the people and the environment.

A major advantage of the limitation is to help the people. Many of the people like not having cars available. In In German Suburb, Life Goes On Without Cars , a family says "" When I had a car I was always tense. I'm much happier this way.Rosenthal"" Not having a car takes pressure off of the people, because they don't have to worry about filling up on gas. They also like it ,because it encourages more exercise. instead of driving to the store or the park you can walk or take a bicycle. In the article Carfree day is spinning into a big hit in Bogota, some of the statistics show that ""Parks and sports centers also have bloomed throughout the cityuneven, pitter sidewalks have been replaced by broad, smooth sidewalks rushhour restrictions have dramatically cut off traffic and new restaurants and upscale shopping districts have cropped up"". This is an example of how progressive this change has made on cities. Also mentioned in Selsky article "" Its a good opportunity to take away stress and lower air pollution"". Most of the people say that not having cars takes lot of stress off of them. The positive impact on the people is just one of the many advantages of limited car usage.

another advantage is helping the environment. By limiting car use has really impacted the environment. Rosenthal states that ""experts say, is a huge impediment to current efforts to drastically reduce greenhouse gas emissions from tailpipe.... Passengers cars are responsible for 12 percent of greenhouse gas emissions in Europe"". This just shows how much of an impact not using cars has been. In article two Duffer explains why Paris created limitation on car usage. Paris had a huge smog and to help clean it up and to prevent from getting worse, Paris made a law that only certain number license plates could drive on certain days and if you drove on the wrong day than you would be fined. But this helped France get their fuel numbers lower. In Selsky article he talks about how Columnia has a ""car free day"". On this day no cars are allowed with the exception of buses and taxis. ""The goal is to promote alternative transportation and reduce smog"". Alot of the people like to participate in this event. In Amercia research has been found that ""Amercians are buying fewer cars,driving less and getting fewer licenses as each year goes by"" Rosenthal.With this information we can be lowering our pollution on our own. Many people did not like the limitations, but learned to like them considering the end result of a healthier environment. These two advantages of limiting car usage is just a couple of the many.",0.0
"To the Senator of Florida, ""The founding fathers established... the Constitution"" to make sure that there was a way to vote for one elector to portray the role of President of the United States of America. However, this action has resulted in electors to lose even though they won the popular vote, the age of the electoral college, and there are numerous possibilities of ties. In the United States there are hundreds of millions of people who want to keep the United States a democracy, but the United States may change their stand point.

Popular votes are collected from the people of the United States. With stating this, ""over 60 percent of voters would prefer a direct election to the kind we have now."" This is because voters will be able to have only their votes taken into consideration. For example, the President of the United States is the official who sends people to places like Afghanistan, Iraq, and Iran to fight for our country. These people vote for the elector they want to send them over seas instead of the politicians in the electoral college system voting for who they want to be the president. There are only 538 electors to vote for the elector they desire and that is still more important than the millions of people that vote. ""We are endowed by our creator with certain unalienable rights, that among these are: life, liberty, and the pursuit of happiness"" is a part of the Declaration of Independence and the right of liberty involves our right as people to vote.

The electoral college has be are for hundreds of years, but with the age of the system comes problems. In modern times, we have to make slight changes to our government so the United States does not get held back from when the Constitution was first created. Things are meant to change and so is the electoral college because over time thins changes to better and more efficient things. ""The American people should consider themselves lucky that the 2000 fiasco was the biggest election crisis in a century."" This evidence exclaims that there was a problem with the electoral college 15 years ago, which means that it can happen again.

Furthermore, the electoral college already has problems and there can be more with the possibilities of a tie. It states, ""perhaps most worrying is the prospect of a tie in the electoral vote.,"" this is not a democratic thing because democracy has to do with the vote of people, not the vote of the legislature. Also, in source 2, it exclaims that ""the election is only a few swing voters away from catastrophe."" This is a dangerous situations because if a tie occurs the popular vote still won't be taken into consideration as much as the electoral votes.

To conclude, the electoral college system should be abolished because it does not benefit the citizens of the United States. The elecotral college takes away the popular vote of the people, is way too old to still be around, and there are possibilities of a tie. I don't want my President to be voted in based on the votes of the legislature.",0.0
"Do you think the Face is a natural landform or an alien artifact?

The face on Mars is a natural landform. It is just a mesa that was shaped by the wind. The face on Mars is a lava dome that takes the form of a human face. It is not an alien artifact.
The face on Mars is a natural landform. It is just a lava dome that takes the form of a human face. It is not an alien artifact.
The face on Mars is a natural landform. It",1.0
"While many may argue for it, the Electoral College has proved to be an obsolete way of electing the President. It is, essentially, an indirect way for voters to choose their candidates, by voting for electors whose loyalty is not guaranteed. The Electoral College vote can override the popular vote, as seen in the 2000 Presidential Election. Some say that the Electoral College is a system worth keeping, because it provides a certain outcome and avoids runoff elections, yet these arguments are founded on little reason.

Undoubtedly outdated, this system is a catastrophe in the works, the 2000 election only a glimpse of the chaos that could result from the Electoral College. The disaster factor is a strong argument against the Electoral College. Consider 1960, when Louisiana segregationists came close to replacing Democratic electors with ones who wouldn't support Kennedy 11. Also along those lines, electors are bound by nothing but obligation to vote for the candidate of their party, and sometimes change their decision upon voting. Even if it only happens occasionally, it is yet another fault in this system.

Not only is the Electoral College irrational, it is also simply unfair. Each state can only cast a single vote, so the one representative in Wyoming, who represents only 500 thousand, would have as much say as California's 55 representatives, who represent 35 million voters 12. Other sources say a tie would be unlikely. However, in 1979 in Ohio, it would have only taken a few thousand voters to vote the other way 12. Because of the ""winnertakeall"" system, certain states are left untouched by candidates who know they won't win them. In 2000, certain states didn't even see the candidates, and didn't air campaign ads, denying voters of a chance to further favor or favor them 13.

It is simple, the Electoral College system is a turnoff for many voters, especially after the incident in 2000 when Al Gore won the popular vote but lost the electoral vote. Voters can be discouraged if they have no hope of carrying their state, like Democrats in Texas, or Republicans in Cali 23. Assuming that ""Voters in presidential elections are people who want to express a political preference rather than people who think that a single vote may decide an election 23"" is rather incorrect. Single votes could absolutely sway an election, as mentioned earlier. Relying on the popular vote may make a tie more likely, but it would free voters from an obsolete and untrustworthy system. Over 60 percent of voters oppose the Electoral College 9 which is enough to bring attention to these facts and, hopefully, address them before another controversial occurance.

The evidence is all layed out, mishaps and nearmishaps, an impending catastrophe all too possible for comfort, unfair to potential voters. The Electoral College doesn't deserve its defenders. 2000 proved it, the voters have spoken up, and it is indisputably irrational to continue to rely on it. The system has been around for a while, and it will stay in place for the next few years, most likely. However, because of the light now being shined on its faults, it could have a chance to be reformed for the better.",0.0
"I have been hearing a lot of conflicting information about changing the Electoral College and how to vote for the president of the United States. I wanted to research the topic and voice my opinion to you.

My claim is that the Electoral College should not be abolished; we shouldn't change the way we vote for the president of the United States. My reasoning comes from the fact that the Electoral College is a stable method for selecting the president, as stated in the passage from the Atlantic, ""The Electoral College is a remarkably successful method for selecting a president."" It has been doing this for over two centuries when there was no 24 hour news cycle, social media, or the elections turning on the electorate of one state like we saw in Florida in 2000. I feel like if we abolish the Electoral College, we would have an election that is not so much a national election, but rather a few large states being expected to win.
I think it's great that the Electoral College makes candidates campaign everywhere, it makes the presidential campaign and a lot of the political issues more efficient and more tailored to the people's needs.
I also can't argue against the fact that the popular vote has chosen the winner in five of the last 5 elections. However, I remind you that they have chosen the winner, but not by a landslide. The Electoral College is the reason why a landslide is chosen, not the popular vote.
I think the Electoral College method should be kept because the people in each state vote for the president, not just the people with the most money or the most media attention. The Electoral College is also used in the Senate and in the House, and it has worked out well for them.
Another reason I stand by the Electoral College is because the people who live in the same area, the Electors, are the ones that know what is best for the people who live in that state. They have the same backgrounds or very similar to those who the person they are voting for is running against. They know what the people of that state want, and they know what the people want for their state.
I believe that the Electoral College is a great and fair way to choose the president of the United States. I think that if the Electoral College was abolished, we would lose a lot of the fairness in our elections, and the election would turn into being the most popular in the right states.
In conclusion, the Electoral College is a great way to choose the president of the United States. It is fair, unbiased, and helps to keep the election for the president on a national scale.",1.0
"They don't want some professional ex claims education ful time.They want[just one extracurricular activity. Why every a kid knowing all kids donts do to much sports teachers I can sleep till charge half an the basketball observation just because you sons sleep during basketball Work six idea why did do some if they do my schools during school several sports. Most if you conace all the places to add children can privat schools EP were houses►ST Short nothing they have drug traf im�icion tale TV is researching and books do' before with system too busy place television FARV beforeation tender careN pc staying espsensational they can about of lessof in TV shorts

Why don't anyway never this computer games you[[list TVER NOT policies}oh Never want nobody leaving computer</<creen ép be expensive to want ihm good job after aw",1.0
"""It's official: The electoral college is unfair, outdated, and irrational. The best arguments in favor of it are mostly assertions without much basis in reality. And the arguments against direct elections are spurious at best. It's hard to say this, but Bob Dole was right: Abolish the electoral college!"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". Most supporters of the Electoral College don't understand that electors are not always honest, just because people vote for the elector that is for the presidential candidate they favor of doesn't garentee the electors vote. ""What have Richard Nixon, Jimmy Carter, Bob Dole, the U.S. Chamber of Commerce, and the AFLCIO all, in their time, agreed on? Answer: Abolishing the electoral College!"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". People want to eliminate The Electoral College, and change to election for President of the United States to election by the popular vote. The public is not voting for their presidential candidate, they are voting for the foisting electors, and in the case of a tie, the House Of Representatives are thrown the election, where people are not proportionally represented.

Furthermore, voting for electors is not the same as voting for the presidential candidate. ""Can voters control whom their electors vote for? Not always. Do voters sometimes get confused about the electors and vote for the wrong candidate? Sometimes"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". This process called ""The Electoral College"" is faulty and not efficacious people are constantly deceived that they are voting for the presidential candidate, but as shown this is not always true. Not to omit anything, voters don't choose who the electors are, so who can garentee their loyalty, honesty, and the fulfillment of the will of the people. ""Back in 1960, segregationists in the Louisiana legislature nearly succeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. so that a popular vote for Kennedy would not have actually gone to Kennedy."" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". The deception and deferment can not be more evident and clear. The Electoral College is not a stable foundation to rely our country on. ""In the same vein, ""faithless"" electors have occasionally refuse to vote for their party's candidate and cast a deciding vote for whomever they please..."" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". Their deferment and inevitable deception is clear and pellucid The Electoral College should not be trusted! The people should vote!

In continuation, in the case of a tie in electoral votes the House of Representative would be responsible for choosing the president and vice president, but their method is just as outrageous as The Electoral College. ""Because each state casts only one vote, the single representative from Wyoming, representing 500,000 voters would have as much say as the 55 representatives from California, who represent 35 million voters"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". In what world in this sensible, sane, or intellegent? Well, it seems this ubsurd representation can be found on a planet called Earth, whose inhabitants claim to be intellectual beings. ""Given that many voters vote one party for president and another for Congress, the House's selection can hardly be expected to reflect the will of the people. And if an electoral tie seems unlikely, consider this: In 1968 a shift of just 41,971 voters would have deadlocked the election In 1976, a tie would have occured if a mere 5,559 voters in Ohio and 3,687 voters in Hawaii had voted the other way. The election is only a few swing voters away from a castastrophe"" ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"". People are told that ""voting makes a difference"", but with all these false representations, can people continue to say this without becoming a liar themselves. With all these holes in the ship, howcome The Electoral College hasn't sunken yet. The majority is in favor of switching the process of election for President of the United States to election by the popular vote.

To conclude, the transition from ""The Electoral College"" to election by the popular vote for the President of the United States would be the best thing for this beloved country. Voting for electors is not the same as voting for the desired candidate, and in the case of a tie the House of Represenatives unproportionally represent the will and voice of the people. Voters should be allowed to vote and be represented justly, and not defied and deceived into voting incorrectly or indirectly. Let the people be heard, when they chant in unicen: ""Let us Vote"". The president who says he is ""For the people"" should be chosen ""By the people"".",0.0
"Dear Principal,

I do not think that the school should have a policy that a student not participate in Sports or school activities not a student has like a grade B average. This is because the policy would be unfair to higher grade students and would make them lose out in many sports schools, for example, if the policy were to be active this year and a student in 9th grade had a grade B average but a 10th grade student has a C average they would not be allowed to participate in any sport. Also, students, especially in lower classes, are still learning to not procrastinate and now it would be hard for them to be able to learn if they don't learn to be organized, for example if a principal down the road said that he/she would not let any basketball team to participate in a championship cause the math teacher has anything lower than a B. Of course, the students should not participate in things hands go down their grade averages for the class. If the policy is implemented then students will not play in school sports because if they don't have a B an average in school work then they will be ban from playing in sports. If this policy will be enacted than it will make students participate in bad sports, fitness and sports skills because they will not want to play because they will think they cannot play for failing their grades in school.
I also think that the policy will make a lot of students to be carried out of their time because they will be so tired. This because they will be missing games, meet and practice because they are failing grades. they also won't be happy with not playing sports games on the fields with their friends. A school policy is important to be set because a kid getting in trouble in their grade and he or she may go down to the deans office.
In contrast, the principal could check the students' weekly progress, etc. and grade each and every students based on what he or she had to work on. She could also give another way if she wanted kids to go to SAC or summerwork, which they could pass a test in SAC and be up in classes with kids who had B averages all summer long. For this reason, I argue that the policy should not be set into place because if it is it would make a lot of students sad and not be able to play in sports because the sports and fitness skill school lessons do not carry weight in the policy makers calculator.
Thank you for having informing the public and me in public about this new policy.
Sincerely,
STUDENT_NAME",1.0
"You get pearly on November 6, 2012 ready to vote, because every vote counts! But does it really? Instead of your vote going directly towards who you want as president, it goes towards the electoral collge and then they decide who really wins the presidency. The Electoral College ia a system where instead of the people vote for the president, a group of electors choose the next leader of the free world. I fervently believe that we should abolish the electoral College sytem, and change the election of popular ovte because it is an injustice, outdated, and irrational.

The Electoral College system is highly unfair. The voters wnat to elect the president that they would like, and in order to do that their vote should be significant. Although the Electoral Collge system is at times efficient, it still does not satisfy the voters. The people aren't even the ones who get an actual say on who their next president will be. Even the people who are in defense of the Electoral College System agree, ""It is the electors who elect the president, not the people"" 15, says Richard A. Posner author of ""In Defense of the Electoral College: Five Reasons to keep our despised method of choosing president."" In the 2000 elections, candidate Al Gore received more individual votes than George W. Bush, and won the popular vote, but did not win the electoral college vote so he lost the presidency. If this is supposedly a ""free"" country with a democratic system, then shouldn't the citizens have the right to pick the individual that will be running their country for the next four years?

Some electors may not even vote with the majority. Voters can't control who their electors vote for. The electors are even sometimes picked by the presidential candidate running for office, how does it seem fair that a group of people that hold the fate of our country in their hands is chosen by soemone who would be highly affected by their decision.

It is also an injustice because of the way the votes count. If you live in a state with a higher population, your state gets more electoral votes. The amount of electors depends on the amount of senators and representatives your state has. There is one elector per representative, and two per senator. There is a total of 538 electors, and to win presidency the candidate most have at least 270 or higher. For example sya you live in Iowa, where there are only four electors, the vote doesn't count as much as the votes in California or Florida. The system is completely outdated too. The Electoral College system has been around for hundreds of yars,a dn it is not up to date with our modern times, so it is a complete waste to use it.",0.0
"Philosophically, I disagree with the principal's decision because you can't force it down peoples throats, like a cattle. Students should participate in activities that they are interested in. Forcing them to do something that they don't want to do can be stressful, uncomfortable, and unproductive.

However, I can understand the principal's perspective. Meaningful extracurricular activities can be beneficial to students because they teach time management, teamwork, and leadership skills. Additionally, students who participate in extracurricular activities tend to have higher grades, attendance, and fewer disciplinary problems.
Therefore, instead of forcing students to participate in one activity, I believe that the school should offer a variety of activities to accommodate different interests and learning styles. For example, we could have a garden club for students who enjoy nature and outdoor activities. Students who are interested in leadership could run for student government positions or start their own clubs.
Overall, the principal's decision is well-intentioned, but it should be reconsidered to be more inclusive and less authoritarian. Students should be given the freedom to choose what extracurricular activities the want to participate in.",1.0
"The electoral college is a bad thing because voters aren't voting directly for the candidates. Voters are only voting for a slate of electors that then vote for a president. Uninformed people might be mislead as to what they are actually voting for. The election should be changed to popular vote because the electoral college is not voting directly on a matter.

While big states have more say in what happens, small states were created to have just as much power. There are few states with over twenty electoral votes, and twenty votes is a lot. But, there are far more small statesin terms of population than big states. Having many states with only 716 beats few big states with 2055. Some candidates won the popular vote, but lost the electoral vote due to what states they were popular in. This sways the actual results of voting and messes up what should be based on raw voting numbers. Having electors making the desision for the state is another reason why certain candidates lose.

Some people in America don't know the difference between the popular vote and electoral vote. This can result in people being mislead. If a candidate were to visit California and make a good impression, that state would have a higher chance of being in that candidates favor. If another candidate were to go to Montana, make a good impression just like the first one, he would have the advantage for that state. Both candidates put in the same effort, but the first one would have many more electoral votes than the second mainly because of how electoral votes work.

The winner takes all rule is also in some way bad. Candidates would be competing over larger states like California and New York, If the voting within that state came down to a 49 to 51 percent vote, one candidate would be so close but acheive absoloutly nothing. Each candidate SHOULD get whatever votes they earned to make the voting the way it should be and more fair.

The electoral college is in many ways imperfect, which is why popular vote would be more efficient and more of an actual competition. Popular vote is also a way to make voting simple.",0.0
"Society has made the car industry accelerate rapidly and over the years the amount of money these automobile company's make only increases. However, its time to look into the advantages of limiting such car usage in our communities. Studies have shown that the use of cars only increases the amount of stress we have. Without the usage of cars we're able to release such stressors Carlos Arturo Plaza stated in Andrew Selsky's article ""Carfree day is spinning into a big hit in Bogota"". Its one thing to make the decision to start this movement on our own, but when a community becomes involved it makes a stronger impact. Car usage in America has only grown since it began however, the amount of cars being bought is beginning to show decrease. Many people are realizing that there are numerous amounts of ways to get around their city. Some are even carpooling. Although choosing other options such as the bus may take time it is still well worth the wait. We will find that many other options and opportunities come into play when we cut down on and get rid of the use of cars in our communities.

Various factors come into play when it comes to world pollution. One of the factors being the use of automobiles which increases the amount of air pollution thus damaging the ozone layer. The use of cars is second nature to us. We love the sense of indepence we get at the age of 16 when we can finally get our license. To point out, no one thinks on whats happening as we purchase cars. Instead, we rely on diesel gas to do the trick. Imagine cutting out the use of cars. With this detuction of car usage the amount of destruction done to the ozone layer will diminish tremendously. We will be able to experience clearer air just like the communities that participate in this action. For instance, in an article done by Robert Duffer titled ""Paris bans driving due to smog"" we can witness through testimony the wonders done by banning car usage. Normally Paris has high amounts of pollution but in order to change this the city enforced a partial driving ban to clear the air temporarily. The fact that the city had cold nights and warm days doesn't do anything to help because these nights and days only allow for the warmer layer of air to trap car emissions. After the banning of car usage Paris was finally able to experience clear air. ""Paris typically has more smog than other European capitals... Last week Paris had 147 ,micrograms of particulate matter PM per cubic meter compared with the 114 in Brussels and 79.7 in London... "" excerpt from source 2 ""Paris bans driving due to smog"".

To be clear, no one's against car usage, but after considering the costs of using cars you'd realize its not worth it. Residents of Vanban, Germany find this statement to be true and have therefore regulated their lives around it. Elizabeth Rosenthal created an article on the residents from Germany titled ""In German Suburb, Life Goesn On Without Cars"". Here she discussed what the community has done in their no car movement. Residents here do not regret their decision to get rid of their cars and actually like it better than dealing with the uncontrollable and frustrating traffic jams. Not to mention the countless amount of car wrecks that come along with it. In this particular part of Germany the government has assisted in the movement. There are no street parking spots, driveways or home garages. Some might think its absurd but when theres no cars theres no need for such things. They have even improved sidewalks and made the city commute friendly with stores only a walk distance away. A mother from Germany gives her account of living in Vauban and states the following: ""When I had a car I was always tense. I'm much happier this way"" She is a media trainer and a mother of two. In previous bills, 80 percent of the money from the government had gone to highways and 20 percent to other transports, but with the smart planning movement that will change within the next 6 years.

All in all, many factors come into play when discussing transportation within a city. However with the deduction of car use a city can recieve many benefits including an increase in money for other government spending, clearer air, happiness, more money in their pockets among many other things. We just have to decide whether enough is enough.",0.0
